LETRA;CATEGORIA;SUBCATEGORIA;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS
Q;52;8;;F;;Outras malformações congênitas especificadas dos órgãos genitais femininos;Q52.8 Outr malform congen espec org genitais femin;;
Q;52;9;;F;;Malformação congênita não especificada dos órgãos genitais femininos;Q52.9 Malform congen NE dos orgaos genitais femin;;
Q;53;0;;M;;Testículo ectópico;Q53.0 Testiculo ectopico;;
Q;53;1;;M;;Testículo não-descido, unilateral;Q53.1 Testiculo nao-descido unilateral;;
Q;53;2;;M;;Testículo não-descido, bilateral;Q53.2 Testiculo nao-descido bilateral;;
Q;53;9;;M;;Testículo não-descido, não especificado;Q53.9 Testiculo nao-descido NE;;
Q;54;0;;M;;Hipospádia balânica;Q54.0 Hipospadia balanica;;
Q;54;1;;M;;Hipospádia peniana;Q54.1 Hipospadia peniana;;
Q;54;2;;M;;Hipospádia penoscrotal;Q54.2 Hipospadia penoscrotal;;
Q;54;3;;M;;Hipospádia perineal;Q54.3 Hipospadia perineal;;
Q;54;4;;M;;Corda venérea congênita;Q54.4 Corda venerea congen;;
Q;54;8;;M;;Outras hipospádias;Q54.8 Outr hipospadias;;
Q;54;9;;M;;Hipospádia não especificada;Q54.9 Hipospadia NE;;
Q;55;0;;M;;Ausência e aplasia do testículo;Q55.0 Ausencia e aplasia do testiculo;;
Q;55;1;;M;;Hipoplasia do(s) testículo(s) e do escroto;Q55.1 Hipoplasia do testiculo e do escroto;;
Q;55;2;;M;;Outras malformações congênitas do(s) testículo(s) e do escroto;Q55.2 Outr malformacoes congen testiculo e escroto;;
Q;55;3;;M;;Atresia do canal deferente;Q55.3 Atresia do canal deferente;;
Q;55;4;;M;;Outras malformações congênitas do canal deferente, do epidídimo, das vesículas seminais e da próstata;Q55.4 Out malf cong can defer epid ves sem prostat;;
Q;55;5;;M;;Ausência e aplasia congênitas do pênis;Q55.5 Ausencia e aplasia congen do penis;;
Q;55;6;;M;;Outras malformações congênitas do pênis;Q55.6 Outr malformacoes congen do penis;;
Q;55;8;;M;;Outras malformações congênitas especificadas dos órgãos genitais masculinos;Q55.8 Outr malform congen espec org genitais masc;;
Q;55;9;;M;;Malformação congênita não especificada dos órgãos genitais masculinos;Q55.9 Malform congen NE dos orgaos genitais masc;;
Q;56;0;;;;Hermafroditismo não classificado em outra parte;Q56.0 Hermafroditismo NCOP;;
Q;56;1;;;;Pseudo-hermafroditismo masculino, não classificado em outra parte;Q56.1 Pseudo-hermafroditismo masc NCOP;;
Q;56;2;;;;Pseudo-hermafroditismo feminino, não classificado em outra parte;Q56.2 Pseudo-hermafroditismo femin NCOP;;
Q;56;3;;;;Pseudo-hermafroditismo não especificado;Q56.3 Pseudo-hermafroditismo NE;;
Q;56;4;;;;Sexo indeterminado, não especificado;Q56.4 Sexo indeterminado NE;;
Q;60;0;;;;Agenesia unilateral do rim;Q60.0 Agenesia unilateral do rim;;
Q;60;1;;;;Agenesia bilateral do rim;Q60.1 Agenesia bilateral do rim;;
Q;60;2;;;;Agenesia renal não especificada;Q60.2 Agenesia renal NE;;
Q;60;3;;;;Hipoplasia renal unilateral;Q60.3 Hipoplasia renal unilateral;;
Q;60;4;;;;Hipoplasia renal bilateral;Q60.4 Hipoplasia renal bilateral;;
Q;60;5;;;;Hipoplasia renal não especificada;Q60.5 Hipoplasia renal NE;;
Q;60;6;;;;Síndrome de Potter;Q60.6 Sindr de Potter;;
Q;61;0;;;;Cisto congênito único do rim;Q61.0 Cisto congen unico do rim;;
Q;61;1;;;;Rim policístico, autossômico recessivo;Q61.1 Rim policistico autossomico recessivo;;
Q;61;2;;;;Rim policístico, autossômico dominante;Q61.2 Rim policistico autossomico dominante;;
Q;61;3;;;;Rim policístico não especificado;Q61.3 Rim policistico NE;;
Q;61;4;;;;Displasia renal;Q61.4 Displasia renal;;
Q;61;5;;;;Cisto medular do rim;Q61.5 Cisto medular do rim;;
Q;61;8;;;;Outras doenças císticas do rim;Q61.8 Outr doenc cisticas do rim;;
Q;61;9;;;;Doença cística não especificada do rim;Q61.9 Doenc cistica NE do rim;;
Q;62;0;;;;Hidronefrose congênita;Q62.0 Hidronefrose congen;;
Q;62;1;;;;Atresia e estenose do ureter;Q62.1 Atresia e estenose do ureter;;
Q;62;2;;;;Megaureter congênito;Q62.2 Megaureter congen;;
Q;62;3;;;;Outras anomalias obstrutivas da pelve renal e do ureter;Q62.3 Outr anom obstr da pelve renal e do ureter;;
Q;62;4;;;;Agenesia do ureter;Q62.4 Agenesia do ureter;;
Q;62;5;;;;Duplicação do ureter;Q62.5 Duplicacao do ureter;;
Q;62;6;;;;Má-posição do ureter;Q62.6 Ma-posicao do ureter;;
Q;62;7;;;;Refluxo vésico-uretero-renal congênito;Q62.7 Refluxo vesico-uretero-renal congen;;
Q;62;8;;;;Outras malformações congênitas do ureter;Q62.8 Outr malformacoes congen do ureter;;
Q;63;0;;;;Rim supranumerário;Q63.0 Rim supranumerario;;
Q;63;1;;;;Rim lobulado, fundido ou em ferradura;Q63.1 Rim lobulado fundido ou em ferradura;;
Q;63;2;;;;Rim ectópico;Q63.2 Rim ectopico;;
Q;63;3;;;;Rim hiperplásico e gigante;Q63.3 Rim hiperplasico e gigante;;
Q;63;8;;;;Outras malformações congênitas especificadas do rim;Q63.8 Outr malformacoes congen espec do rim;;
Q;63;9;;;;Malformação congênita não especificada do rim;Q63.9 Malformacao congen NE do rim;;
Q;64;0;;;;Epispádias;Q64.0 Epispadias;;
Q;64;1;;;;Extrofia vesical;Q64.1 Extrofia vesical;;
Q;64;2;;;;Válvulas uretrais posteriores congênitas;Q64.2 Valvulas uretrais posteriores congen;;
Q;64;3;;;;Outras formas de atresia e de estenose de uretra e do colo da bexiga;Q64.3 Outr form atresia estenose uretra colo bexig;;
Q;64;4;;;;Malformação do úraco;Q64.4 Malformacao do uraco;;
Q;64;5;;;;Ausência congênita da bexiga e da uretra;Q64.5 Ausencia congen da bexiga e da uretra;;
Q;64;6;;;;Divertículo congênito da bexiga;Q64.6 Diverticulo congen da bexiga;;
Q;64;7;;;;Outras malformações congênitas da bexiga e da uretra;Q64.7 Outr malformacoes congen da bexiga e uretra;;
Q;64;8;;;;Outras malformações congênitas especificadas do aparelho urinário;Q64.8 Outr malform congen espec aparelho urinario;;
Q;64;9;;;;Malformação congênita não especificada do aparelho urinário;Q64.9 Malformacao congen NE do aparelho urinario;;
Q;65;0;;;N;Luxação congênita unilateral do quadril;Q65.0 Luxacao congen unilateral do quadril;;
Q;65;1;;;N;Luxação congênita bilateral do quadril;Q65.1 Luxacao congen bilateral do quadril;;
Q;65;2;;;N;Luxação congênita não especificada do quadril;Q65.2 Luxacao congen NE do quadril;;
Q;65;3;;;N;Subluxação congênita unilateral do quadril;Q65.3 Subluxacao congen unilateral do quadril;;
Q;65;4;;;N;Subluxação congênita bilateral do quadril;Q65.4 Subluxacao congen bilateral do quadril;;
Q;65;5;;;N;Subluxação congênita não especificada do quadril;Q65.5 Subluxacao congen NE do quadril;;
Q;65;6;;;N;Quadril instável;Q65.6 Quadril instavel;;
Q;65;8;;;N;Outras deformidades congênitas do quadril;Q65.8 Outr deform congen do quadril;;
Q;65;9;;;N;Deformidade congênita não especificada do quadril;Q65.9 Deform congen NE do quadril;;
Q;66;0;;;N;Pé torto eqüinovaro;Q66.0 Pe torto equinovaro;;
Q;66;1;;;N;Pé torto calcaneovaro;Q66.1 Pe torto calcaneovaro;;
Q;66;2;;;N;Metatarso varo;Q66.2 Metatarso varo;;
Q;66;3;;;N;Outras deformidades congênitas dos pés em varo;Q66.3 Outr deform congen dos pes em varo;;
Q;66;4;;;N;Pé torto calcaneovalgo;Q66.4 Pe torto calcaneovalgo;;
Q;66;5;;;N;Pé chato congênito;Q66.5 Pe chato congen;;
Q;66;6;;;N;Outras deformidades congênitas dos pés em valgo;Q66.6 Outr deform congen dos pes em valgo;;
Q;66;7;;;N;Pé cavo;Q66.7 Pe cavo;;
Q;66;8;;;N;Outras deformidades congênitas do pé;Q66.8 Outr deform congen do pe;;
Q;66;9;;;N;Deformidade congênita não especificada do pé;Q66.9 Deform congen NE do pe;;
Q;67;0;;;N;Assimetria facial;Q67.0 Assimetria facial;;
Q;67;1;;;N;Deformidade facial por compressão;Q67.1 Deform facial p/compressao;;
Q;67;2;;;N;Dolicocefalia;Q67.2 Dolicocefalia;;
Q;67;3;;;N;Plagiocefalia;Q67.3 Plagiocefalia;;
Q;67;4;;;N;Outras deformidades congênitas do crânio, da face e da mandíbula;Q67.4 Outr deform congen cranio face e mandibula;;
Q;67;5;;;N;Deformidades congênitas da coluna vertebral;Q67.5 Deform congen da coluna vertebral;;
Q;67;6;;;N;Tórax escavado;Q67.6 Torax escavado;;
Q;67;7;;;N;Tórax carinado;Q67.7 Torax carinado;;
Q;67;8;;;N;Outras deformidades congênitas do tórax;Q67.8 Outr deform congen do torax;;
Q;68;0;;;N;Deformidade congênita do músculo esternocleidomastoideu;Q68.0 Deform congen musculo esternocleidomastoideu;;
Q;68;1;;;N;Deformidade congênita da mão;Q68.1 Deform congen da mao;;
Q;68;2;;;N;Deformidade congênita do joelho;Q68.2 Deform congen do joelho;;
Q;68;3;;;N;Encurvamento congênito do fêmur;Q68.3 Encurvamento congen do femur;;
Q;68;4;;;N;Encurvamento congênito da tíbia e da perônio [fíbula];Q68.4 Encurvamento congen da tibia e da peronio;;
Q;68;5;;;N;Encurvamento congênito de ossos longos não especificados do membro inferior;Q68.5 Encurv congen ossos longos NE membro infer;;
Q;68;8;;;N;Outras deformidades osteomusculares congênitas;Q68.8 Outr deform osteomusculares congen;;
Q;69;0;;;N;Dedo(s) da mão supranumerário(s);Q69.0 Dedos da mao supranumerarios;;
Q;69;1;;;N;Polegar(es) supranumerário(s);Q69.1 Polegares supranumerarios;;
Q;69;2;;;N;Artelho(s) supranumerário(s);Q69.2 Artelhos supranumerarios;;
Q;69;9;;;N;Polidactilia não especificada;Q69.9 Polidactilia NE;;
Q;70;0;;;N;Coalescência dos dedos (dedos da mão fundidos);Q70.0 Coalescencia dos dedos;;
Q;70;1;;;N;Dedos palmados;Q70.1 Dedos palmados;;
Q;70;2;;;N;Coalescência dos artelhos (artelhos fundidos);Q70.2 Coalescencia dos artelhos;;
Q;70;3;;;N;Artelhos palmados;Q70.3 Artelhos palmados;;
Q;70;4;;;N;Polissindactilia;Q70.4 Polissindactilia;;
Q;70;9;;;N;Sindactilia não especificada;Q70.9 Sindactilia NE;;
Q;71;0;;;N;Ausência congênita completa do(s) membro(s) superior(es);Q71.0 Ausencia congen completa de membros super;;
Q;71;1;;;N;Ausência congênita do braço e do antebraço, com mão presente;Q71.1 Ausencia congen braco antebraco c/mao pres;;
Q;71;2;;;N;Ausência congênita do antebraço e da mão;Q71.2 Ausencia congen do antebraco e da mao;;
Q;71;3;;;N;Ausência congênita da mão e de dedo(s);Q71.3 Ausencia congen da mao e de dedos;;
Q;71;4;;;N;Defeito de redução longitudinal do rádio;Q71.4 Defeito de reducao longitudinal do radio;;
Q;71;5;;;N;Defeito de redução longitudinal do cúbito [ulna];Q71.5 Defeito de reducao longitudinal do cubito;;
Q;71;6;;;N;Mão em garra de lagosta;Q71.6 Mao em garra de lagosta;;
Q;71;8;;;N;Outros defeitos de redução do membro superior;Q71.8 Outr defeitos de reducao do membro super;;
Q;71;9;;;N;Defeito por redução do membro superior, não especificado;Q71.9 Defeito p/reducao do membro super NE;;
Q;72;0;;;N;Ausência congênita completa do(s) membro(s) inferior(es);Q72.0 Ausencia congen completa de membros infer;;
Q;72;1;;;N;Ausência congênita da coxa e da perna com pé presente;Q72.1 Ausencia congen coxa perna c/pe presente;;
Q;72;2;;;N;Ausência congênita da perna e do pé;Q72.2 Ausencia congen da perna e do pe;;
Q;72;3;;;N;Ausência congênita do pé e de artelho(s);Q72.3 Ausencia congen do pe e de artelhos;;
Q;72;4;;;N;Defeito por redução longitudinal da tíbia;Q72.4 Defeito p/reducao longitudinal da tibia;;
Q;72;5;;;N;Defeito por redução longitudinal da tíbia;Q72.5 Defeito p/reducao longitudinal da tibia;;
Q;72;6;;;N;Defeito por redução longitudinal do perônio [fíbula];Q72.6 Defeito p/reducao longitudinal do peronio;;
Q;72;7;;;N;Pé bífido;Q72.7 Pe bifido;;
Q;72;8;;;N;Outros defeitos por redução do(s) membro(s) inferior(es);Q72.8 Outr defeitos p/reducao de membros infer;;
Q;72;9;;;N;Defeito não especificado por redução do membro inferior;Q72.9 Defeito NE p/reducao do membro infer;;
Q;73;0;;;N;Ausência congênita de membro(s) não especificado(s);Q73.0 Ausencia congen de membros NE;;
Q;73;1;;;N;Focomelia, membro(s) não especificado(s);Q73.1 Focomelia membros NE;;
Q;73;8;;;N;Outros defeitos por redução de membro(s) não especificado(s);Q73.8 Outr defeitos p/reducao de membros NE;;
Q;74;0;;;N;Outras malformações congênitas do(s) membro(s) superiores, inclusive da cintura escapular;Q74.0 Out malform cong membr super incl cint escap;;
Q;74;1;;;N;Malformação congênita do joelho;Q74.1 Malformacao congen do joelho;;
Q;74;2;;;N;Outras malformações congênitas do(s) membro(s) inferiores, inclusive da cintura pélvica;Q74.2 Outr malform cong membros inf incl cint pelv;;
Q;74;3;;;N;Artrogripose congênita múltipla;Q74.3 Artrogripose congen mult;;
Q;74;8;;;N;Outras malformações congênitas especificadas de membro(s);Q74.8 Outr malformacoes congen espec de membros;;
Q;74;9;;;N;Malformações congênitas não especificadas de membro(s);Q74.9 Malformacoes congen NE de membros;;
Q;75;0;;;;Craniossinostose;Q75.0 Craniossinostose;;
Q;75;1;;;;Disostose craniofacial;Q75.1 Disostose craniofacial;;
Q;75;2;;;;Hipertelorismo;Q75.2 Hipertelorismo;;
Q;75;3;;;;Macrocefalia;Q75.3 Macrocefalia;;
Q;75;4;;;;Disostose mandíbulo-facial;Q75.4 Disostose mandibulo-facial;;
Q;75;5;;;;Disostose óculo-mandibular;Q75.5 Disostose oculo-mandibular;;
Q;75;8;;;;Outras malformações congênitas especificadas dos ossos do crânio e da face;Q75.8 Outr malform congen espec ossos cranio face;;
Q;75;9;;;;Malformação congênita não especificada dos ossos do crânio e da face;Q75.9 Malform congen NE dos ossos cranio e face;;
Q;76;0;;;;Espinha bífida oculta;Q76.0 Espinha bifida oculta;;
Q;76;1;;;;Síndrome de Klippel-Feil;Q76.1 Sindr de Klippel-Feil;;
Q;76;2;;;;Espondilolistese congênita;Q76.2 Espondilolistese congen;;
Q;76;3;;;;Escoliose congênita devida à malformação óssea congênita;Q76.3 Escoliose congen dev malform ossea congen;;
Q;76;4;;;;Outras malformações congênitas da coluna vertebral não-associadas com escoliose;Q76.4 Out malf cong coluna vert n-assoc escoliose;;
Q;76;5;;;;Costela cervical;Q76.5 Costela cervical;;
Q;76;6;;;;Outras malformações congênitas das costelas;Q76.6 Outr malformacoes congen das costelas;;
Q;76;7;;;;Malformação congênita do esterno;Q76.7 Malformacao congen do esterno;;
Q;76;8;;;;Outras malformações congênitas dos ossos do tórax;Q76.8 Outr malformacoes congen dos ossos do torax;;
Q;76;9;;;;Malformação congênita não especificada dos ossos do tórax;Q76.9 Malformacao congen NE dos ossos do torax;;
Q;77;0;;;;Acondrogenesia;Q77.0 Acondrogenesia;;
Q;77;1;;;;Nanismo tanatofórico;Q77.1 Nanismo tanatoforico;;
Q;77;2;;;;Síndrome das costelas curtas;Q77.2 Sindr das costelas curtas;;
Q;77;3;;;;Condrodisplasia puntacta;Q77.3 Condrodisplasia puntacta;;
Q;77;4;;;;Acondroplasia;Q77.4 Acondroplasia;;
Q;77;5;;;;Displasia diastrófica;Q77.5 Displasia diastrofica;;
Q;77;6;;;;Displasia condroectodérmica;Q77.6 Displasia condroectodermica;;
Q;77;7;;;;Displasia espondiloepifisária;Q77.7 Displasia espondiloepifisaria;;
Q;77;8;;;;Outras osteocondrodisplasias com anomalias do crescimento dos ossos longos e da coluna vertebral;Q77.8 Out osteocon c/anom cresc osso long col vert;;
Q;77;9;;;;Osteocondrodisplasia não especificada com anomalias do crescimento dos ossos longos e da coluna vertebral;Q77.9 Osteocond NE c/anom cresc osso long col vert;;
Q;78;0;;;;Osteogênese imperfeita;Q78.0 Osteogenese imperfeita;;
Q;78;1;;;;Displasia poliostótica fibrosa;Q78.1 Displasia poliostotica fibrosa;;
Q;78;2;;;;Osteopetrose;Q78.2 Osteopetrose;;
Q;78;3;;;;Displasia diafisária progressiva;Q78.3 Displasia diafisaria progressiva;;
Q;78;4;;;;Encondromatose;Q78.4 Encondromatose;;
Q;78;5;;;;Displasia metafisária;Q78.5 Displasia metafisaria;;
Q;78;6;;;;Exostoses congênitas múltiplas;Q78.6 Exostoses congen mult;;
Q;78;8;;;;Outras osteocondrodisplasias especificadas;Q78.8 Outr osteocondrodisplasias espec;;
Q;78;9;;;;Osteocondrodisplasia não especificada;Q78.9 Osteocondrodisplasia NE;;
Q;79;0;;;;Hérnia diafragmática congênita;Q79.0 Hernia diafragmatica congen;;
Q;79;1;;;;Outras malformações congênitas do diafragma;Q79.1 Outr malformacoes congen do diafragma;;
Q;79;2;;;;Exonfalia;Q79.2 Exonfalia;;
Q;79;3;;;;Gastrosquise;Q79.3 Gastrosquise;;
Q;79;4;;;;"Síndrome do abdome em ameixa seca (""prune belly syndrome"")";Q79.4 Sindr do abdome em ameixa seca;;
Q;79;5;;;;Outras malformações congênitas da parede abdominal;Q79.5 Outr malformacoes congen da parede abdominal;;
Q;79;6;;;;Síndrome de Ehlers-Danlos;Q79.6 Sindr de Ehlers-Danlos;;
Q;79;8;;;;Outras malformações congênitas do sistema osteomuscular;Q79.8 Outr malformacoes congen sist osteomuscular;;
Q;79;9;;;;Malformação congênita não especificada do sistema osteomuscular;Q79.9 Malformacao congen NE do sist osteomuscular;;
Q;80;0;;;N;Ictiose vulgar;Q80.0 Ictiose vulgar;;
Q;80;1;;;N;Ictiose ligada ao cromossomo X;Q80.1 Ictiose ligada ao cromossomo X;;
Q;80;2;;;N;Ictiose lamelar;Q80.2 Ictiose lamelar;;
Q;80;3;;;N;Eritrodermia ictiosiforme bulhosa congênita;Q80.3 Eritrodermia ictiosiforme bulhosa congen;;
Q;80;4;;;;Feto arlequim;Q80.4 Feto arlequim;;
Q;80;8;;;N;Outras ictioses congênitas;Q80.8 Outr ictioses congen;;
Q;80;9;;;N;Ictiose congênita não especificada;Q80.9 Ictiose congen NE;;
Q;81;0;;;N;Epidermólise bolhosa simples;Q81.0 Epidermolise bolhosa simples;;
Q;81;1;;;;Epidermólise bolhosa letal;Q81.1 Epidermolise bolhosa letal;;
Q;81;2;;;N;Epidermólise bolhosa distrófica;Q81.2 Epidermolise bolhosa distrofica;;
Q;81;8;;;N;Outras epidermólises bolhosas;Q81.8 Outr epidermolises bolhosas;;
Q;81;9;;;N;Epidermólise bolhosa não especificada;Q81.9 Epidermolise bolhosa NE;;
Q;82;0;;;N;Linfedema hereditário;Q82.0 Linfedema hereditario;;
Q;82;1;;;N;Xeroderma pigmentoso;Q82.1 Xeroderma pigmentoso;;
Q;82;2;;;N;Mastocitose;Q82.2 Mastocitose;;
Q;82;3;;;N;Incontinentia pigmenti;Q82.3 Incontinentia pigmenti;;
Q;82;4;;;N;Displasia ectodérmica (anidrótica);Q82.4 Displasia ectodermica;;
Q;82;5;;;N;Nevo não-neoplásico congênito;Q82.5 Nevo nao-neoplasico congen;;
Q;82;8;;;N;Outras malformações congênitas especificadas da pele;Q82.8 Outr malformacoes congen espec da pele;;
Q;82;9;;;N;Malformação congênita não especificada da pele;Q82.9 Malformacao congen NE da pele;;
Q;83;0;;;N;Ausência congênita da mama com ausência do mamilo;Q83.0 Ausencia congen da mama c/ausencia do mamilo;;
Q;83;1;;;N;Mama supranumerária;Q83.1 Mama supranumeraria;;
Q;83;2;;;N;Ausência de mamilo;Q83.2 Ausencia de mamilo;;
Q;83;3;;;N;Mamilo acessório;Q83.3 Mamilo acessorio;;
Q;83;8;;;N;Outras malformações congênitas da mama;Q83.8 Outr malformacoes congen da mama;;
Q;83;9;;;N;Malformação congênita não especificada da mama;Q83.9 Malformacao congen NE da mama;;
Q;84;0;;;N;Alopécia congênita;Q84.0 Alopecia congen;;
Q;84;1;;;N;Alterações morfológicas congênitas dos cabelos não classificadas em outra parte;Q84.1 Alteracoes morfologicas congen cabelos NCOP;;
Q;84;2;;;N;Outras malformações congênitas dos cabelos;Q84.2 Outr malformacoes congen dos cabelos;;
Q;84;3;;;N;Anoníquia;Q84.3 Anoniquia;;
Q;84;4;;;N;Leuconíquia congênita;Q84.4 Leuconiquia congen;;
Q;84;5;;;N;Hipertrofia e alargamento das unhas;Q84.5 Hipertrofia e alargamento das unhas;;
Q;84;6;;;N;Outras malformações congênitas das unhas;Q84.6 Outr malformacoes congen das unhas;;
Q;84;8;;;N;Outras malformações congênitas especificadas do tegumento;Q84.8 Outr malformacoes congen espec do tegumento;;
