LETRA;NÚMERO;CLASSIF;DESCRICAO;DESCRABREV;REFER
S;90;;Traumatismo superficial do tornozelo e do pé;S90   Traum superf do tornozelo e do pe;
S;91;;Ferimentos do tornozelo e do pé;S91   Ferim do tornozelo e do pe;
S;92;;Fratura do pé (exceto do tornozelo);S92   Frat do pe;
S;93;;Luxação, entorse e distensão das articulações e dos ligamentos ao nível do tornozelo e do pé;S93   Luxac entors distens artic lig niv tornoz pe;
S;94;;Traumatismo dos nervos ao nível do tornozelo e do pé;S94   Traum dos nervos ao nivel do tornozelo e pe;
S;95;;Traumatismo de vasos sangüíneos ao nível do tornozelo e do pé;S95   Traum vasos sanguineos nivel tornozelo e pe;
S;96;;Traumatismos do músculo e tendão ao nível do tornozelo e do pé;S96   Traum musculo e tendao nivel tornozelo e pe;
S;97;;Lesão por esmagamento do tornozelo e do pé;S97   Lesao p/esmag do tornozelo e do pe;
S;98;;Amputação traumática do tornozelo e do pé;S98   Amput traum do tornozelo e do pe;
S;99;;Outros traumatismos e os não especificados do tornozelo e do pé;S99   Outr traum e os NE do tornozelo e do pe;
T;0;;Traumatismos superficiais envolvendo múltiplas regiões do corpo;T00   Traum superf envolv mult regioes corpo;
T;1;;Ferimentos envolvendo múltiplas regiões do corpo;T01   Ferim envolv mult regioes do corpo;
T;2;;Fraturas envolvendo múltiplas regiões do corpo;T02   Frat envolv mult regioes do corpo;
T;3;;Luxações, entorses e distensões envolvendo regiões múltiplas do corpo;T03   Luxac entors distens envolv reg mult corpo;
T;4;;Traumatismos por esmagamento envolvendo múltiplas regiões do corpo;T04   Traum p/esmag envolv mult regioes do corpo;
T;5;;Amputações traumáticas envolvendo múltiplas regiões do corpo;T05   Amput traum envolv mult regioes do corpo;
T;6;;Outros traumatismos envolvendo regiões múltiplas do corpo, não classificados em outra parte;T06   Outr traum envolv regioes mult do corpo NCOP;
T;7;;Traumatismos múltiplos não especificados;T07   Traum mult NE;
T;8;;Fratura da coluna, nível não especificado;T08   Frat da coluna nivel NE;
T;9;;Outros traumatismos de coluna e tronco, nível não especificado;T09   Outr traum de coluna e tronco nivel NE;
T;10;;Fratura do membro superior, nível não especificado;T10   Frat do membro super nivel NE;
T;11;;Outros traumatismos de membro superior, nível não especificado;T11   Outr traum de membro super nivel NE;
T;12;;Fratura do membro inferior, nível não especificado;T12   Frat do membro infer nivel NE;
T;13;;Outros traumatismos de membro inferior, nível não especificado;T13   Outr traum de membro infer nivel NE;
T;14;;Traumatismo de região não especificada do corpo;T14   Traum de regiao NE do corpo;
T;15;;Corpo estranho na parte externa do olho;T15   Corpo estranho na parte externa do olho;
T;16;;Corpo estranho no ouvido;T16   Corpo estranho no ouvido;
T;17;;Corpo estranho no trato respiratório;T17   Corpo estranho no trato respirat;
T;18;;Corpo estranho no aparelho digestivo;T18   Corpo estranho no aparelho digestivo;
T;19;;Corpo estranho no trato geniturinário;T19   Corpo estranho no trato geniturinario;
T;20;;Queimadura e corrosão da cabeça e pescoço;T20   Queim e corrosao da cabeca e pescoco;
T;21;;Queimadura e corrosão do tronco;T21   Queim e corrosao do tronco;
T;22;;Queimadura e corrosão do ombro e membro superior, exceto punho e mão;T22   Queim corrosao ombro membr sup exc punho mao;
T;23;;Queimadura e corrosão do punho e da mão;T23   Queim e corrosao do punho e da mao;
T;24;;Queimadura e corrosão do quadril e membro inferior, exceto tornozelo e do pé;T24   Queim corros quadr membro inf exc tornoz pe;
T;25;;Queimadura e corrosão do tornozelo e do pé;T25   Queim e corrosao do tornozelo e do pe;
T;26;;Queimadura e corrosão limitadas ao olho e seus anexos;T26   Queim e corrosao limitadas ao olho e anexos;
T;27;;Queimadura e corrosão do trato respiratório;T27   Queim e corrosao do trato respirat;
T;28;;Queimadura e corrosão de outros órgãos internos;T28   Queim e corrosao de outr orgaos internos;
T;29;;Queimaduras e corrosões de múltiplas regiões do corpo;T29   Queim e corrosoes de mult regioes do corpo;
T;30;;Queimadura e corrosão, parte não especificada do corpo;T30   Queim e corrosao parte NE do corpo;
T;31;;Queimaduras classificadas segundo a extensão da superfície corporal atingida;T31   Queim classif seg ext superf corporal ating;
T;32;;Corrosões classificadas segundo a extensão da superfície corporal atingida;T32   Corrosoes classif seg ext superf corp ating;
T;33;;Geladura superficial;T33   Geladura superf;
T;34;;Geladura com necrose de tecidos;T34   Geladura c/necrose de tec;
T;35;;Geladura de múltiplas partes do corpo e das não especificadas;T35   Geladura de mult partes do corpo e das NE;
T;36;;Intoxicação por antibióticos sistêmicos;T36   Intox p/antibioticos sistemicos;
T;37;;Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas;T37   Intox outr subst antiinfecc antiparasit sist;
T;38;;Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte;T38   Intox p/hormonios seus subst sint antag NCOP;
T;39;;Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos;T39   Intox analges antipiret anti-reumat n-opiac;
T;40;;Intoxicação por narcóticos e psicodislépticos [alucinógenos];T40   Intox p/narcoticos e psicodislepticos;
T;41;;Intoxicação por anestésicos e gases terapêuticos;T41   Intox p/anestesicos e gases terapeuticos;
T;42;;Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos;T42   Intox antiepilept sedativ-hipnot antiparkins;
T;43;;Intoxicação por drogas psicotrópicas não classificadas em outra parte;T43   Intox p/drogas psicotropicas NCOP;
T;44;;Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo;T44   Intox p/drog q afet princ sist nerv autonomo;
T;45;;Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte;T45   Intox subst acao ess sist subst hematol NCOP;
T;46;;Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório;T46   Intox subst que atuam prim sobre ap circul;
T;47;;Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal;T47   Intox p/subst que atuam prim s/ap gastroint;
T;48;;Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório;T48   Intox subst q at prim musc lisos esq ap resp;
T;49;;Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia;T49   Int subs uso top pel muc med ut oft otor odo;
T;50;;Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas;T50   Intox diuret out drog medic subst biolog NE;
T;51;;Efeito tóxico do álcool;T51   Efeito toxico do alcool;
T;52;;Efeito tóxico de solventes orgânicos;T52   Efeito toxico de solventes organicos;
T;53;;Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos;T53   Efeito tox deriv halog hidrocarb alif aromat;
T;54;;Efeito tóxico de corrosivos;T54   Efeito toxico de corrosivos;
T;55;;Efeito tóxico de sabões e detergentes;T55   Efeito toxico de saboes e detergentes;
T;56;;Efeito tóxico de metais;T56   Efeito toxico de metais;
T;57;;Efeito tóxico de outras substâncias inorgânicas;T57   Efeito toxico de outr subst inorganicas;
T;58;;Efeito tóxico do monóxido de carbono;T58   Efeito toxico de monoxido de carbono;
T;59;;Efeito tóxico de outros gases, fumaças e vapores;T59   Efeito toxico de outr gases fumacas vapores;
T;60;;Efeito tóxico de pesticidas;T60   Efeito toxico de pesticidas;
T;61;;Efeito tóxico de substâncias nocivas consumidas como fruto do mar;T61   Efeito tox subst nocivas cons como fruto mar;
T;62;;Efeito tóxico de outras substâncias nocivas ingeridas como alimento;T62   Efeito tox outr subst noc inger como aliment;
T;63;;Efeito tóxico de contato com animais venenosos;T63   Efeito toxico de contato c/animais venenosos;
T;64;;Efeito tóxico da aflatoxina e de outras micotoxinas contaminantes de alimentos;T64   Efeito tox aflatox outr micotox contam alim;
T;65;;Efeito tóxico de outras substâncias e as não especificadas;T65   Efeito toxico de outr subst e as NE;
T;66;;Efeitos não especificados de radiação;T66   Efeitos NE de radiacao;
T;67;;Efeitos do calor e da luz;T67   Efeitos do calor e da luz;
T;68;;Hipotermia;T68   Hipotermia;
T;69;;Outros efeitos da temperatura reduzida;T69   Outr efeitos da temperatura reduzida;
T;70;;Efeitos da pressão atmosférica e da pressão da água;T70   Efeitos pressao atmosferica e pressao agua;
T;71;;Asfixia;T71   Asfixia;
T;73;;Efeitos de outras privações;T73   Efeitos de outr privacoes;
T;74;;Síndromes de maus tratos;T74   Sindr de maus tratos;
T;75;;Efeitos de outras causas externas;T75   Efeitos de outr causas externas;
T;78;;Efeitos adversos não classificados em outra parte;T78   Efeitos adversos NCOP;
T;79;;Algumas complicações precoces dos traumatismos não classificadas em outra parte;T79   Algumas complic precoces dos traum NCOP;
T;80;;Complicações conseqüentes à infusão, transfusão ou injeção terapêutica;T80   Complic conseq infus transfus injecao terap;
T;81;;Complicações de procedimentos não classificadas em outra parte;T81   Complic de proced NCOP;
T;82;;Complicações de dispositivos protéticos, implantes e enxertos cardíacos e vasculares;T82   Complic disp prot impl enxert card e vasc;
T;83;;Complicações de dispositivos protéticos, implantes e enxertos geniturinários internos;T83   Complic disp prot impl enx geniturin int;
T;84;;Complicações de dispositivos protéticos, implantes e enxertos ortopédicos internos;T84   Complic disp prot impl enx ortopedicos int;
T;85;;Complicações de outros dispositivos protéticos, implantes e enxertos internos;T85   Complic outr disp proteticos impl enx int;
T;86;;Falha e rejeição de órgãos e tecidos transplantados;T86   Falha rejeicao orgaos e tec transplantados;
T;87;;Complicações próprias de reimplante e amputação;T87   Complic proprias de reimplante e amput;
T;88;;Outras complicações de cuidados médicos e cirúrgicos não classificadas em outra parte;T88   Outr complic cuidados medicos cirurg NCOP;
T;90;;Seqüelas de traumatismo da cabeça;T90   Sequelas de traum da cabeca;
T;91;;Seqüelas de traumatismos do pescoço e do tronco;T91   Sequelas de traum do pescoco e do tronco;
T;92;;Seqüelas de traumatismos do membro superior;T92   Sequelas de traum do membro super;
T;93;;Seqüelas de traumatismos do membro inferior;T93   Sequelas de traum do membro infer;
T;94;;Seqüelas de traumatismos envolvendo múltiplas regiões do corpo e as não especificadas;T94   Sequelas traum envolv mult reg corpo e NE;
T;95;;Seqüelas de queimaduras, corrosões e geladuras;T95   Sequelas de queim corrosoes e geladuras;
T;96;;Seqüelas de intoxicação por drogas, medicamentos e substâncias biológicas;T96   Sequelas intox drog medic subst biolog;
T;97;;Seqüelas de efeitos tóxicos de substâncias de origem predominantemente não-medicinal;T97   Sequelas efeit tox subst orig pred nao-medic;
T;98;;Seqüelas de outros efeitos de causas externas e dos não especificados;T98   Sequelas outr efeitos causas externas e NE;
V;1;;Pedestre traumatizado em colisão com um veículo a pedal;V01   Pedestre traum colis veic a pedal;
V;2;;Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas;V02   Pedestre traum colis veic motor 2 3 rodas;
V;3;;"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete";V03   Pedestre traum colis automov pickup caminhon;
V;4;;Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus;V04   Pedestre traum colis veic transp pesado onib;
V;5;;Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário;V05   Pedestre traum colis trem veic ferroviario;
V;6;;Pedestre traumatizado em colisão com outro veículo não-motorizado;V06   Pedestre traum colis outr veic nao-motoriz;
V;9;;Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados;V09   Pedestre traum outr acid transp e NE;
V;10;;Ciclista traumatizado em colisão com um pedestre ou um animal;V10   Ciclista traum colis pedestre animal;
V;11;;Ciclista traumatizado em colisão com outro veículo a pedal;V11   Ciclista traum colis outr veic a pedal;
V;12;;Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas;V12   Ciclista traum colis veic motor 2 3 rodas;
V;13;;"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete";V13   Ciclista traum colis automov pickup caminhon;
V;14;;Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus;V14   Ciclis traum colis veic transp pesado onibus;
V;15;;Ciclista traumatizado em colisão com um trem ou um veículo ferroviário;V15   Ciclista traum colis trem veic ferroviario;
V;16;;Ciclista traumatizado em colisão com outro veículo não-motorizado;V16   Ciclista traum colis outr veic nao-motoriz;
V;17;;Ciclista traumatizado em colisão com um objeto fixo ou parado;V17   Ciclista traum colis objeto fixo ou parado;
V;18;;Ciclista traumatizado em um acidente de transporte sem colisão;V18   Ciclista traum acid transp s/colis;
V;19;;Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados;V19   Ciclista traum acid transp e NE;
V;20;;Motociclista traumatizado em colisão com um pedestre ou um animal;V20   Motociclista traum colis pedestre animal;
V;21;;Motociclista traumatizado em colisão com um veículo a pedal;V21   Motociclista traum colis veic pedal;
V;22;;Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas;V22   Motocicl traum colis veic motor 2 3 rodas;
V;23;;"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete";V23   Motocicl traum colis automov pickup caminhon;
V;24;;Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus;V24   Motocicl traum colis veic transp pesado onib;
V;25;;Motociclista traumatizado em colisão com um trem ou um veículo ferroviário;V25   Motociclista traum colis trem veic ferrov;
V;26;;Motociclista traumatizado em colisão com outro veículo não-motorizado;V26   Motocicl traum colis outr veic nao-motoriz;
V;27;;Motociclista traumatizado em colisão com um objeto fixo ou parado;V27   Motocicl traum colis objeto fixo parado;
V;28;;Motociclista traumatizado em um acidente de transporte sem colisão;V28   Motociclista traum acid transp s/colis;
V;29;;Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados;V29   Motociclista traum outr acid transp e NE;
V;30;;Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal;V30   Ocup tricicl mot traum colis pedestre animal;
